diminuées,	O
rappelant	O
alors	O
un	O
arbre	O
desséché	O
dressé	O
sur	O
un	O
précipice	O
ou	O
un	O
rocher	O
gigantesque	O
obstruant	O
la	O
route	O
;	O
quoique	O
manquent	O
la	O
grâce	O
et	O
l’élégance,	O
la	O
substance	O
corporelle	O
subsiste.	O
Si	U-MISC
vigueur	O
et	O
délicatesse	O
prennent	O
l’avantage	O
sur	O
l’énergie	O
structurale,	O
cela	O
est	O
comparable	O
à	O
un	O
bois	O
parfumé	O
dont	O
le	O
pistil	O
des	O
boutons	O
est	O
tombé,	O
dont	O
la	O
splendeur	O
vaine	O
n’a	O
pas	O
d’attache,	O
ou	O
à	O
un	O
lac	O
d’orchidées	O
avec	O
des	O
lentilles	O
d’eau	O
flottantes	O
:	O
uniquement	O
de	O
la	O
verdure	O
et	O
pas	O
d’appui.	O
Cela	O
nous	O
apprend	O
que	O
la	O
réussite	O
partielle	O
est	O
aisée	O
à	O
achever	O
mais	O
que	O
l’excellence	O
parfaite	O
est	O
difficile	O
à	O
poursuivre.	O
Même	O
si	O
l’on	O
prend	O
pour	O
modèle	O
un	O
seul	O
maître,	O
il	O
se	O
transformera	O
en	O
de	O
nombreux	O
styles,	O
chaque	O
personne	O
suivant	O
son	O
inclination	O
naturelle	O
pour	O
se	O
forger	O
sa	O
propre	O
allure	O
:	O
celui	O
dont	O
le	O
caractère	O
est	O
droit	O
aura	O
une	O
écriture	O
rigide,	O
raide	O
et	O
sans	O
vigueur	O
[élégante].	O
La	O
personne	O
inflexible	O
et	O
brutale	O
aura	O
une	O
écriture	O
obstinément	O
dure	O
et	O
manquant	O
d’onctuosité.	O
Les	B-MISC
gens	I-MISC
réservés	L-MISC
et	O
retenus	O
ont	O
le	O
défaut	O
d’être	O
entravés.	O
Les	U-MISC
inattentifs	O
et	O
changeants	O
manquent	O
de	O
règles	O
et	O
de	O
méthode.	O
Les	B-MISC
doux	L-MISC
et	O
souples	O
souffrent	O
de	O
mollesse.	O
Les	B-MISC
impétueux	I-MISC
et	I-MISC
vaillants	L-MISC
ont	O
une	O
écriture	O
trop	O
hâtive.	O
Les	O
caractères	O
hésitants	O
se	O
voient	O
englués	O
dans	O
l’expectative	O
et	O
la	O
retenue.	O
Les	B-MISC
lents	I-MISC
et	I-MISC
maladroits	L-MISC
ont	O
une	O
écriture	O
totalement	O
malaisée	O
et	O
sans	O
tranchant.	O
Les	O
gens	O
triviaux	O
et	O
futiles	O
se	O
laissent	O
aller	O
à	O
un	O
style	O
de	O
vulgaires	O
scribes.	O
Tous,	U-PER
en	O
raison	O
de	O
leurs	O
tempéraments	O
particuliers,	O
se	O
complaisent	O
dans	O
leurs	O
propres	O
défauts	O
et	O
vont	O
à	O
l’encontre	O
[du	O
Dao]	U-LOC
Voir	O
Escande,	U-LOC
2010.	O
.	O
Sun	U-ORG
,	O
qui	O
affirme	O
un	O
principe	O
essentiel	O
de	O
la	O
calligraphie	O
chinoise	O
:	O
«	O
l’homme	O
et	O
son	O
écriture	O
arrivent	O
à	O
maturité	O
ensemble	O
»,	U-PER
souligne	O
combien	O
l’écriture	O
dépend	O
du	O
caractère	O
du	O
scripteur	O
et	O
combien	O
ses	O
défauts	O
se	O
manifestent	O
dans	O
le	O
tracé	O
s’il	O
se	O
contente	O
de	O
ne	O
copier	O
qu’un	O
seul	O
modèle.	O
C’est	U-MISC
pourquoi	O
la	O
pratique	O
de	O
l’art	U-MISC
de	O
l’écriture	O
doit	O
permettre	O
de	O
corriger	O
ses	O
défauts	O
en	O
travaillant	O
sur	O
soi,	O
à	O
partir	O
de	O
modèles	O
reconnus	O
pour	O
leur	O
«	O
vertu	O
»	O
réelle	O
ou	O
supposée,	O
et	O
en	O
développant	O
toutes	O
les	O
facettes	O
de	O
sa	O
personnalité.	O
Je	B-MISC
me	I-MISC
suis	L-MISC
entièrement	O
consacré	O
à	O
la	O
calligraphie,	O
et	O
pensais	O
avoir	O
assez	O
bien	O
réussi	O
;	O
j’ai	O
montré	O
mon	O
travail	O
à	O
des	O
gens	O
qualifiés	O
de	O
connaisseurs	O
à	O
ce	O
moment	O
pour	O
leur	O
demander	O
leur	O
avis.	O
Les	O
réussites	O
et	O
beautés	O
qui	O
s’y	O
trouvaient,	O
ils	O
n’y	O
ont	O
pas	O
même	O
jeté	O
un	O
regard	O
;	O
les	O
quelques	O
fautes	O
ou	O
manques,	O
ils	O
les	O
ont	O
en	O
revanche	O
encensés.	O
Ils	O
n’ont	O
pas	O
compris	O
ce	O
qu’ils	O
regardaient	O
et	O
ne	O
se	O
sont	O
fiés	O
qu’aux	O
rumeurs.	O
Certains,	U-MISC
considérant	O
qu’ils	O
occupaient	O
de	O
hautes	O
fonctions	O
et	O
qu’ils	O
étaient	O
d’un	O
âge	O
avancé,	O
méprisèrent	O
mon	O
œuvre.	O
Je	B-MISC
l’ai	I-MISC
alors	I-MISC
montée	I-MISC
dans	I-MISC
de	I-MISC
la	I-MISC
soie	L-MISC
claire,	O
et	O
l’ai	O
inscrite	O
comme	O
s’il	O
s’agissait	O
d’une	O
œuvre	O
ancienne,	O
par	O
conséquent	O
ces	O
«	O
sages	O
»	O
changèrent	O
d’opinion	O
et	O
les	O
sots	O
suivirent	O
la	O
rumeur,	O
à	O
admirer	O
à	O
qui	O
mieux	O
mieux	O
l’originalité	O
du	O
moindre	O
détail	O
et	O
à	O
rarement	O
discuter	O
les	O
erreurs	O
de	O
mon	O
coup	O
de	O
pinceau.	O
Sun	B-MISC
Guoting	L-MISC
souligne	O
ici	O
combien	O
l’appréciation	O
d’une	O
œuvre	O
est	O
conditionnée	O
par	O
les	O
circonstances	O
sociales	O
et	O
les	O
modes.	O
7.	O
La	O
composition	O
Sun	U-ORG
insiste	O
à	O
la	O
fois	O
sur	O
l’importance	O
de	O
la	O
composition	O
des	O
traits	O
entre	O
eux	O
dans	O
un	O
même	O
caractère,	O
puis	O
sur	O
celle	O
qui	O
organise	O
une	O
page	O
calligraphiée	O
:	O
À	O
présent,	O
je	O
vais	O
traiter	O
des	O
fondements	O
de	O
tenir,	O
conduire,	O
tourner	O
et	O
manœuvrer	O
[le	O
pinceau],	O
afin	O
de	O
dissiper	O
[les	O
doutes]	O
de	O
ceux	O
qui	O
ne	O
s’y	O
sont	O
pas	O
éveillés.	O
«	O
Tenir	O
»	O
désigne	O
notamment	O
[la	O
saisie]	O
profonde	O
ou	O
superficielle,	O
longue	O
ou	O
courte	O
[du	O
pinceau]	O
;	O
«	O
conduire	O
»,	O
les	O
[tracés]	O
horizontaux	O
et	O
verticaux,	O
les	O
liaisons	O
et	O
les	O
arrêts	O
;	O
«	O
tourner	O
»,	O
les	O
crochets	O
arrondis,	O
les	O
enroulements	O
et	O
rotations	O
;	O
«	O
manœuvrer	O
»,	U-PER
[la	O
composition]	O
des	O
points	O
et	O
traits,	O
leurs	O
effets	O
de	O
contrepoint.	O
Lorsque	O
de	O
nombreux	O
traits	O
[identiques]	O
se	O
suivent,	O
leur	O
forme	O
doit	O
être	O
à	O
chaque	O
fois	O
différente.	O
Lorsque	O
plusieurs	O
points	O
sont	O
alignés,	O
leur	O
apparence	O
doit	O
changer	O
entre	O
eux.	O
Le	B-ORG
moindre	I-ORG
point	L-ORG
devient	O
la	O
mesure	O
pour	O
tout	O
un	O
caractère	O
et	O
le	O
moindre	O
caractère	O
sert	O
de	O
norme	O
pour	O
tout	O
un	O
écrit.	O
Différences	U-LOC
ne	O
veulent	O
pas	O
dire	O
conflit,	O
harmonie	O
ne	O
signifie	O
pas	O
répétition.	O
Rétention	U-MISC
[dans	O
le	O
geste]	O
ne	O
veut	O
pas	O
dire	O
absence	O
de	O
mouvement	O
;	O
rapidité	O
n’est	U-MISC
pas	O
précipitation.	O
[Une	O
encre]	O
sèche	O
doit	O
comporter	O
de	O
l’onctuosité,	U-MISC
[une	O
encre]	O
épaisse	O
aboutit	O
à	O
[un	O
tracé]	O
sec.	O
Éviter	U-MISC
les	O
règles	O
et	O
compas	O
pour	O
les	O
ronds	O
et	O
carrés	O
;	O
rejeter	O
patrons	O
et	O
cordons	O
pour	O
des	O
lignes	O
courbes	O
et	O
traits	O
droits.	O
Alterner	U-ORG
[les	O
attaques]	O
apparentes	O
et	O
cachées,	O
les	O
développements	O
et	O
les	O
mouvements	O
sur	O
place.	O
Toutes	O
les	O
métamorphoses	O
[de	O
la	O
nature]	O
doivent	O
ressortir	O
de	O
l’extrémité	O
de	O
la	O
pointe,	O
les	O
diverses	O
émotions	O
doivent	O
être	O
accordées	O
sur	O
le	O
papier.	O
Pour	O
comprendre	O
ces	O
principes,	O
on	O
peut	O
se	O
reporter	O
au	O
manuscrit	O
du	O
Traité	U-MISC
de	O
calligraphie,	O
dans	O
lequel	O
un	O
même	O
caractère	O
n’est	O
jamais	O
répété	O
à	O
l’identique.	O
8.	O
L’effet	U-ORG
visuel	O
et	O
le	O
rôle	O
de	O
l’art	U-MISC
de	O
l’écriture	O
Sun	B-MISC
Guoting	L-MISC
donne	O
des	O
«	O
descriptions	O
»	O
classiques	O
des	O
effets	O
visuels	O
que	O
les	O
traits	O
provoquent	O
sur	O
le	O
spectateur	O
à	O
l’aide	O
de	O
métaphores	O
évocatrices.	O
L’initié	U-ORG
y	O
retrouve	O
des	O
indications	O
relativement	O
précises	O
:	O
À	O
l’âge	U-MISC
de	O
l’apprentissage	O
[quinze	O
ans],	O
mon	O
cœur-esprit	O
s’est	O
dévolu	O
au	O
pinceau	O
et	O
à	O
l’encre,	U-MISC
savourant	O
les	O
[exemples]	O
hors	O
pair	O
subsistant	O
encore	O
[…]	O
et	O
s’imprégnant	O
des	O
règles	O
du	O
passé	O
de	O
[Wang]	O
Xi[zhi]	U-PER
et	O
[son	O
fils	O
Wang]	B-MISC
Xian[zhi]	L-MISC
.	O
J’ai	U-PER
observé	O
les	O
différences	O
entre	O
les	O
aiguilles	O
suspendues	O
et	O
les	O
gouttes	O
de	O
rosée	O
tombantes,	O
les	O
extraordinaires	O
tonnerres	O
grondant	O
ou	O
rochers	O
culbutant,	O
les	O
postures	O
d’oies	O
sauvages	O
en	O
vol	O
ou	O
d’animaux	O
effrayés,	O
l’apparence	O
de	O
phénix	O
dansants	O
et	O
de	O
serpents	O
surpris	O
se	O
dressant,	O
la	O
puissance	O
des	O
falaises	O
à	O
pic	O
et	O
des	O
cimes	O
dénudées,	O
les	O
attitudes	O
de	O
vieux	O
arbres	O
surplombant	O
un	O
vide	O
vertigineux	O
;	O
parfois	O
aussi	O
lourds	O
que	O
des	O
nuages	O
prêts	O
à	O
se	O
crever	O
et	O
parfois	O
aussi	O
légers	O
que	O
des	O
élytres	O
de	O
cigales.	O
«	O
L’aiguille	O
suspendue	O
»	O
(xuanzhen)	O
désigne	O
un	O
trait	O
vertical	O
dont	O
la	O
fin,	O
à	O
l’extrémité	O
inférieure,	O
est	O
effilée	O
comme	O
celle	O
d’une	O
aiguille.	O
Par	O
opposition,	O
«	O
la	O
goutte	O
de	O
rosée	O
tombante	O
»	O
(chuilu)	O
implique	O
une	O
extrémité	O
inférieure	O
de	O
trait	O
vertical	O
arrondie	O
et	O
gonflée,	O
comme	O
le	O
ferait	O
une	O
goutte	O
prête	O
à	O
tomber.	O
Le	B-MISC
«	I-MISC
tonnerre	L-MISC
grondant	O
»	O
et	O
le	O
«	O
rocher	O
culbutant	O
»	O
suggèrent	O
le	O
tracé	O
puissant	O
de	O
traits	O
et	O
de	O
points.	O
Les	U-LOC
métaphores	O
suivantes	O
portent	O
sur	O
les	O
caractères	O
de	O
l’écriture	O
cursive	O
Voir	B-MISC
l’Effet	I-MISC
de	I-MISC
la	I-MISC
cursive	L-MISC
de	O
Cui	B-PER
Yuan	L-PER
(77-142)	O
rapporté	O
dans	O
le	O
traité	B-MISC
de	I-MISC
Wei	I-MISC
Heng	L-MISC
(	O
?-291),	O
Effets	O
des	O
quatre	O
styles	O
calligraphiques,	O
dans	O
Escande,	U-MISC
2003,	O
p.	O
135-139.	O
.	O
Après	O
avoir	O
décrit	O
l’effet	O
des	O
traits,	O
Sun	U-ORG
poursuit	O
sur	O
celui	O
de	O
la	O
composition	O
de	O
la	O
page	O
d’écriture,	O
comparée	O
à	O
la	O
configuration	O
des	O
étoiles	O
dans	O
la	O
voie	O
lactée	O
:	O
la	O
distance	O
naturelle	O
entre	O
elles	O
se	O
rapporte	O
à	O
l’agencement	O
idéal	O
des	O
caractères,	O
de	O
même	O
que	O
l’éclat	O
de	O
chacune	O
est	O
la	O
norme	O
pour	O
la	O
mise	O
en	O
valeur	O
réciproque	O
des	O
caractères.	O
Le	O
commencement	O
[du	O
tracé],	O
c’est	U-MISC
le	O
jaillissement	O
d’une	O
source,	O
son	O
interruption,	O
la	O
stabilité	O
des	O
montagnes.	O
Aussi	O
délicats	O
que	O
la	O
nouvelle	O
lune	O
apparaissant	O
à	O
l’horizon,	U-LOC
organisés	O
comme	O
l’agencement	O
des	O
étoiles	O
dans	O
la	O
voie	O
lactée,	O
[leurs	O
caractères]	O
sont	O
semblables	O
à	O
l’existence	O
merveilleuse	O
de	O
la	O
nature,	O
ce	O
n’est	O
pas	O
en	O
s’efforçant	O
que	O
l’on	O
peut	O
y	O
arriver.	O
La	O
référence	O
à	O
«	O
l’existence	O
merveilleuse	O
de	O
la	O
nature	O
»	O
n’implique	O
pas	O
la	O
comparaison	O
d’une	O
calligraphie	O
avec	O
un	O
objet	O
naturel	O
ni	O
avec	O
le	O
surnaturel.	O
Au	O
contraire,	O
les	O
caractères	O
doivent	O
être	O
considérés	O
parmi	O
des	O
«	O
existants	O
»	O
de	O
la	O
nature,	O
au	O
même	O
titre	O
que	O
la	O
lune,	O
les	O
étoiles,	O
les	O
nuages,	O
etc.,	O
avec	O
lesquels	O
ils	O
partagent	O
la	O
même	O
réalité	O
et	O
la	O
même	O
valeur	O
existentielle.	O
Vraiment,	U-LOC
voilà	O
qui	O
s’appelle	O
habileté	O
et	O
sagesse	O
incomparables,	O
le	O
cœur	O
et	O
la	O
main	O
à	O
l’unisson,	U-LOC
le	O
pinceau	O
ne	O
s’activant	O
pas	O
en	O
vain,	O
son	O
mouvement	O
répondant	O
à	O
la	O
nécessité.	O
Les	O
changements	O
d’un	O
simple	O
trait,	O
[s’opèrent]	O
en	O
soulevant	O
et	O
appuyant	O
l’extrémité	O
de	O
la	O
pointe	O
;	O
les	O
variations	O
du	O
moindre	O
point,	O
[se	O
réalisent]	O
en	O
pressant	O
et	O
retournant	O
le	O
bout	O
des	O
poils	O
[du	O
pinceau].	O
C’est	O
encore	O
plus	O
vrai	O
lorsqu’il	O
faut	O
accumuler	O
points	O
et	O
traits	O
pour	O
parvenir	O
à	O
former	O
des	O
caractères	O
;	O
d’autant	O
que,	O
si	O
en	O
outre	O
on	O
n’a	O
pas	O
à	O
ses	O
côtés	O
de	O
modèles	O
de	O
lettres	O
et	O
qu’on	O
ne	O
se	O
penche	O
pas	O
sur	O
son	O
travail	O
à	O
chaque	O
instant	O
;	O
[…]	O
si	O
on	O
se	O
contente	O
de	O
donner	O
libre	O
cours	O
à	O
son	O
pinceau	O
ou	O
de	O
rendre	O
des	O
formes	O
en	O
rassemblant	O
des	O
taches	O
d’encre	O
;	O
si	O
son	O
cœur	O
est	O
troublé	O
quant	O
aux	O
méthodes	O
ou	O
aux	O
modèles	O
à	O
prendre	O
et	O
ses	O
mains	O
égarées	O
quant	O
aux	O
principes	O
de	O
la	O
manœuvre	O
[du	O
pinceau],	O
n’est-ce	O
pas	O
absurde	O
de	O
rechercher	O
splendeur	O
et	O
merveilleux	O
?	O
L’écriture	O
n’est	U-MISC
devenue	O
un	O
«	O
art	O
»,	U-PER
c’est-à-dire	O
une	O
activité	O
fondamentale	O
au	O
développement	O
de	O
la	O
personnalité,	O
qu’au	O
tournant	O
de	O
notre	O
ère.	O
Sun	B-PER
Guoting	L-PER
souligne	O
son	O
rôle	O
fondamental	O
sous	O
les	O
Tang,	U-ORG
qui	O
ne	O
s’est	O
ensuite	O
pas	O
démenti	O
:	O
Yang	B-PER
Xiong	L-PER
[53	O
avant	O
J.-C.-18	U-PER
après	O
J.-C.]	U-MISC
qualifiait	O
la	O
poésie	O
rimée	O
et	O
en	O
prose	O
de	O
«	O
petite	O
voie	O
»	O
dans	O
laquelle	O
un	O
homme	O
adulte	O
ne	O
doit	O
pas	O
s’engager.	O
Que	O
dire	O
alors	O
de	O
noyer	O
ses	O
pensées	O
dans	O
le	O
petit	O
bout	O
de	O
la	O
pointe	O
ou	O
d’immerger	O
son	O
ardeur	O
dans	O
l’encre	O
et	O
le	O
pinceau	O
!	O
de	O
plonger	O
son	O
esprit	O
dans	O
le	O
jeu	O
d’échecs,	O
aussi	O
qualifié	O
de	O
«	O
vivre	O
en	O
ermite	O
»	O
;	O
et	O
même	O
de	O
satisfaire	O
ses	O
aspirations	O
en	O
pêchant	O
à	O
la	O
ligne,	O
ce	O
qui	O
correspond	O
à	O
savoir	O
apprécier	O
«	O
quand	O
il	O
faut	O
être	O
actif	O
et	O
quand	O
il	O
faut	O
se	O
retirer	O
»	O
!	O
Comment	O
[ces	O
activités]	O
pourraient-elles	O
être	O
comparées	O
[à	O
l’écriture]	O
qui	O
sert	O
à	O
noter	O
les	O
rites	O
et	O
la	O
musique,	O
qui	O
est	O
aussi	O
merveilleuse	O
que	O
des	O
divinités	O
ou	O
des	O
immortels,	O
aussi	O
infiniment	O
variée	O
que	O
les	O
ﬁgurines	O
en	O
argile	O
vernissée	O
et	O
qui	O
relève	O
d’un	O
fonctionnement	O
aussi	O
[extraordinaire	O
que]	O
celui	O
des	O
bons	O
fourneaux	O
?	O
Les	O
lettrés	O
qui	O
aiment	O
l’exceptionnel	O
et	O
font	O
cas	O
de	O
l’original	O
apprécient	O
les	O
diverses	O
méthodes	O
et	O
styles	O
variés	O
[de	O
la	O
calligraphie]	O
;	O
ceux	O
qui	O
sondent	O
le	O
subtil	O
et	O
mesurent	O
les	O
mystères	O
y	O
trouvent	O
les	O
secrets	O
prodigieux	O
des	O
changements.	O
Les	O
hommes	O
de	O
lettres	O
lui	O
empruntent	O
la	O
lie	O
de	O
son	O
vin,	O
les	O
connaisseurs	O
distillent	O
sa	O
quintessence	O
;	O
il	O
est	O
vrai	O
qu’elle	O
est	O
un	O
retour	O
aux	O
droits	O
principes,	O
et	O
que	O
certainement	O
les	O
hommes	O
sages	O
et	O
perspicaces	O
peuvent	O
également	O
y	O
exceller.	O
Si	U-MISC
l’essentiel	O
en	O
a	O
été	O
préservé	O
et	O
si	O
son	O
appréciation	O
demeure,	O
ce	O
n’est	O
certes	O
pas	O
pour	O
rien	O
Voir	B-MISC
Escande,	L-MISC
2010.	O
!	O
Sun	B-MISC
Guoting	L-MISC
(648	O
?-702	O
?),	U-ORG
Traité	B-MISC
de	I-MISC
calligraphie	L-MISC
(Shupu),	O
687,	O
détail,	O
exemple	O
de	O
composition	O
d’une	O
page	O
calligraphiée,	O
27,2	O
cm	O
×	O
898	O
cm,	O
encre	O
sur	O
papier,	O
Taipei,	B-LOC
Musée	I-LOC
national	L-LOC
du	O
Palais.	O
De	O
même	O
que	O
l’effet	O
de	O
la	O
calligraphie	O
doit	O
subsister	O
après	O
la	O
fin	O
du	O
geste,	O
comme	O
l’exprime	O
Zhang	B-PER
Huaiguan	L-PER
(	O
viii	O
e	O
siècle)	O
des	O
Tang	U-MISC
:	O
En	O
régulière,	O
l’intention	O
du	O
caractère	O
s’exprime	O
totalement	O
dans	O
les	O
terminaisons.	O
En	O
cursive,	O
lorsque	O
le	O
geste	O
est	O
terminé,	O
l’élan	O
(shi)	O
ne	O
doit	O
pas	O
être	O
épuisé	O
Ibid.	U-ORG
,	O
de	O
même,	O
son	O
rôle	O
dans	O
l’histoire	O
se	O
perpétue	O
en	O
raison	O
de	O
sa	O
portée	O
morale.	O
Bibliographie	O
